20090103T,0.084167015616272,0.084167015616272,0.084167015616272,0.084167015616272,0
20090104T,0.08416701725865,0.08416701725865,0.08416701725865,0.08416701725865,0
20090105T,0.084167019073758,0.084167019073758,0.084167019073758,0.084167019073758,0
20090106T,0.084167021079763,0.084167021079763,0.084167021079763,0.084167021079763,0
20090107T,0.084167023296741,0.084167023296741,0.084167023296741,0.084167023296741,0
20090108T,0.084167025746881,0.084167025746881,0.084167025746881,0.084167025746881,0
20090109T,0.084167016472168,0.084167016472168,0.084167016472168,0.084167016472168,0
20090110T,0.084167015846186,0.084167015846186,0.084167015846186,0.084167015846186,0
20090111T,0.084167015779131,0.084167015779131,0.084167015779131,0.084167015779131,0
20090112T,0.061026328079769,0.061026328079769,0.061026328079769,0.061026328079769,0
20090113T,0.084167017332707,0.084167017332707,0.084167017332707,0.084167017332707,0
20090114T,0.080139833599399,0.080139833599399,0.080139833599399,0.080139833599399,0
20090115T,0.057645952253171,0.057645952253171,0.057645952253171,0.057645952253171,0
20090116T,0.075088247006923,0.075088247006923,0.075088247006923,0.075088247006923,0
20090117T,0.084167021078994,0.084167021078994,0.084167021078994,0.084167021078994,0
20090118T,0.078882047573134,0.078882047573134,0.078882047573134,0.078882047573134,0
20090119T,0.059768868268779,0.059768868268779,0.059768868268779,0.059768868268779,0
20090120T,0.07277673713463,0.07277673713463,0.07277673713463,0.07277673713463,0
20090121T,0.081543570019728,0.081543570019728,0.081543570019728,0.081543570019728,0
20090122T,0.071910354872998,0.071910354872998,0.071910354872998,0.071910354872998,0
20090123T,0.073765939203627,0.073765939203627,0.073765939203627,0.073765939203627,0
20090124T,0.073999563068746,0.073999563068746,0.073999563068746,0.073999563068746,0
20090125T,0.08325452424249,0.08325452424249,0.08325452424249,0.08325452424249,0
20090126T,0.066811231331452,0.066811231331452,0.066811231331452,0.066811231331452,0
20090127T,0.081686489063646,0.081686489063646,0.081686489063646,0.081686489063646,0
20090128T,0.084167038126434,0.084167038126434,0.084167038126434,0.084167038126434,0
20090129T,0.075254845539123,0.075254845539123,0.075254845539123,0.075254845539123,0
20090130T,0.084167042041574,0.084167042041574,0.084167042041574,0.084167042041574,0
20090131T,0.070802255513448,0.070802255513448,0.070802255513448,0.070802255513448,0
20090201T,0.082887406663525,0.082887406663525,0.082887406663525,0.082887406663525,0
20090202T,0.083556633143207,0.083556633143207,0.083556633143207,0.083556633143207,0
20090203T,0.075626231597984,0.075626231597984,0.075626231597984,0.075626231597984,0
20090204T,0.084167051312097,0.084167051312097,0.084167051312097,0.084167051312097,0
20090205T,0.084167056088602,0.084167056088602,0.084167056088602,0.084167056088602,0
20090206T,0.084167056817462,0.084167056817462,0.084167056817462,0.084167056817462,0
20090207T,0.072257111666057,0.072257111666057,0.072257111666057,0.072257111666057,0
20090208T,0.074594987659838,0.074594987659838,0.074594987659838,0.074594987659838,0
20090209T,0.063874050631762,0.063874050631762,0.063874050631762,0.063874050631762,0
20090210T,0.084167074097448,0.084167074097448,0.084167074097448,0.084167074097448,0
20090211T,0.079419327668295,0.079419327668295,0.079419327668295,0.079419327668295,0
20090212T,0.084167082140338,0.084167082140338,0.084167082140338,0.084167082140338,0
20090213T,0.084167083229929,0.084167083229929,0.084167083229929,0.084167083229929,0
20090214T,0.084167091162529,0.084167091162529,0.084167091162529,0.084167091162529,0
20090215T,0.077284493751954,0.077284493751954,0.077284493751954,0.077284493751954,0
20090216T,0.073002464149341,0.073002464149341,0.073002464149341,0.073002464149341,0
20090217T,0.084167102623211,0.084167102623211,0.084167102623211,0.084167102623211,0
20090218T,0.084167112901461,0.084167112901461,0.084167112901461,0.084167112901461,0
20090219T,0.078646506084597,0.078646506084597,0.078646506084597,0.078646506084597,0
20090220T,0.084167125471279,0.084167125471279,0.084167125471279,0.084167125471279,0
20090221T,0.08416712787612,0.08416712787612,0.08416712787612,0.08416712787612,0
20090222T,0.077410883714201,0.077410883714201,0.077410883714201,0.077410883714201,0
20090223T,0.084167143065133,0.084167143065133,0.084167143065133,0.084167143065133,0
20090224T,0.084167157399834,0.084167157399834,0.084167157399834,0.084167157399834,0
20090225T,0.084167160382829,0.084167160382829,0.084167160382829,0.084167160382829,0
20090226T,0.084167176642168,0.084167176642168,0.084167176642168,0.084167176642168,0
20090227T,0.073660719016731,0.073660719016731,0.073660719016731,0.073660719016731,0
20090228T,0.08215841479331,0.08215841479331,0.08215841479331,0.08215841479331,0
20090301T,0.084167201481619,0.084167201481619,0.084167201481619,0.084167201481619,0
20090302T,0.084167221789473,0.084167221789473,0.084167221789473,0.084167221789473,0
20090303T,0.081988432401782,0.081988432401782,0.081988432401782,0.081988432401782,0
